COMPANYID,RELATIONNO,CASENO,PROJECTNO,PREVACTIVITYCODE,NEXTACTIVITYCODE,RELATIONTYPE,LAG,LOCATIONCODE,LOCATIONTYPE
D,1114172570,2020-36-04,5466,S826A000,W826GC00,SS,4,826,B
D,1114172571,2020-36-04,5466,S826A000,W826GS00,SS,0,826,B
D,1114172572,2020-36-04,5466,S832A000,W832GA00,FS,-1,832,B
D,1114172573,2020-36-04,5466,S832A000,W832GC00,SS,4,832,B
D,1114172574,2020-36-04,5466,S833A000,W833GA00,FS,-4,833,B
D,1114172575,2020-36-04,5466,S833A000,W833GC00,SS,4,833,B
D,1114172576,2020-36-04,5466,S834A000,W834GA00,FS,-4,834,B
D,1114172577,2020-36-04,5466,S834A000,W834GC00,SS,4,834,B
D,1114172578,2020-36-04,5466,S835A000,W835GA00,FS,-1,835,B
D,1114172579,2020-36-04,5466,S835A000,W835GC00,SS,4,835,B
D,1114172580,2020-36-04,5466,S836A000,W836GA00,FS,-1,836,B
D,1114172581,2020-36-04,5466,S836A000,W836GC00,SS,4,836,B
D,1114172582,2020-36-04,5466,S836A000,W836GS00,SS,0,836,B
D,1114172583,2020-36-04,5466,S8X1A000,W8X1GA00,FS,-19,8X1,B
D,1114172584,2020-36-04,5466,S904A000,W904GB00,FS,-6,904,B
D,1114172585,2020-36-04,5466,S905A000,W905GB00,FS,-6,905,B
D,1114172586,2020-36-04,5466,S906A000,W906GB00,FS,-6,906,B
D,1114172588,2020-36-04,5466,S910A000,W910GB00,FS,-34,910,B
D,1114172589,2020-36-04,5466,S913A000,W913GB00,FS,-6,913,B
D,1114172590,2020-36-04,5466,S914A000,W914GB00,FS,-6,914,B
D,1114172592,2020-36-04,5466,S921A000,W921GB00,FS,-6,921,B
D,1114172593,2020-36-04,5466,S922A000,W922GB00,FS,-6,922,B
D,1114172594,2020-36-04,5466,S923A000,W923GB00,FS,-6,923,B
D,1114172595,2020-36-04,5466,S931A000,W931GB00,FS,-6,931,B
D,1114172596,2020-36-04,5466,S932A000,W932GB00,FS,-6,932,B
D,1114172597,2020-36-04,5466,S933A000,W933GB00,FS,-6,933,B
D,1114172598,2020-36-04,5466,S941A000,W941GB00,FS,-6,941,B
D,1114172599,2020-36-04,5466,S942A000,W942GB00,FS,-6,942,B
D,1114172600,2020-36-04,5466,S951A000,W951GB00,FS,-6,951,B
D,1114172601,2020-36-04,5466,S952A000,W952GB00,FS,-6,952,B
D,1114172602,2020-36-04,5466,S981A000,W981GB00,FS,-31,981,B
D,1114172603,2020-36-04,5466,S991A000,W991GB00,FS,-31,991,B
D,1114172604,2020-36-04,5466,S9X1A000,W9X1GB00,FS,-19,9X1,B
D,1114172605,2020-36-04,5466,W101GB00,Z101ZBI0,FS,3,101,B
D,1114172606,2020-36-04,5466,P101BP00,Z101ZBR0,FS,1,101,B
D,1114172607,2020-36-04,5466,W102GB00,Z102ZBI0,FS,2,102,B
D,1114172608,2020-36-04,5466,P102BP00,Z102ZBR0,FS,1,102,B
D,1114172609,2020-36-04,5466,W104GA00,Z104ZBI0,FS,2,104,B
D,1114172610,2020-36-04,5466,P104BP00,Z104ZBR0,FS,1,104,B
D,1114172611,2020-36-04,5466,W105GB00,Z105ZBI0,FS,2,105,B
D,1114172612,2020-36-04,5466,P105BP00,Z105ZBR0,FS,1,105,B
D,1114172613,2020-36-04,5466,W106GB00,Z106ZBI0,FS,1,106,B
D,1114172614,2020-36-04,5466,P106BP00,Z106ZBR0,FS,1,106,B
D,1114172615,2020-36-04,5466,W107GB00,Z107ZBI0,FS,3,107,B
D,1114172616,2020-36-04,5466,P107BP00,Z107ZBR0,FS,1,107,B
D,1114172617,2020-36-04,5466,W108GB00,Z108ZBI0,FS,5,108,B
D,1114172618,2020-36-04,5466,P108BP00,Z108ZBR0,FS,1,108,B
D,1114172619,2020-36-04,5466,W109GB00,Z109ZBI0,FS,5,109,B
D,1114172620,2020-36-04,5466,P109BP00,Z109ZBR0,FS,1,109,B
D,1114172629,2020-36-04,5466,W110GB00,Z110ZBI0,FS,2,110,B
D,1114172630,2020-36-04,5466,P110BP00,Z110ZBR0,FS,1,110,B
D,1114172631,2020-36-04,5466,W111GB00,Z111ZBI0,FS,3,111,B
D,1114172632,2020-36-04,5466,P111BP00,Z111ZBR0,FS,1,111,B
D,1114172633,2020-36-04,5466,W113GB00,Z113ZBI0,FS,2,113,B
D,1114172634,2020-36-04,5466,P113BP00,Z113ZBR0,FS,1,113,B
D,1114172641,2020-36-04,5466,W122GB00,Z122ZBI0,FS,2,122,B
D,1114172642,2020-36-04,5466,P122BP00,Z122ZBR0,FS,1,122,B
D,1114172643,2020-36-04,5466,W123GB00,Z123ZBI0,FS,1,123,B
D,1114172644,2020-36-04,5466,P123BP00,Z123ZBR0,FS,1,123,B
D,1114172645,2020-36-04,5466,W124GB00,Z124ZBI0,FS,1,124,B
D,1114172646,2020-36-04,5466,P124BP00,Z124ZBR0,FS,1,124,B
D,1114172647,2020-36-04,5466,W125GB00,Z125ZBI0,FS,1,125,B
D,1114172648,2020-36-04,5466,P125BP00,Z125ZBR0,FS,1,125,B
D,1114172653,2020-36-04,5466,W132GB00,Z132ZBI0,FS,3,132,B
D,1114172654,2020-36-04,5466,P132BP00,Z132ZBR0,FS,1,132,B
D,1114172655,2020-36-04,5466,W133GB00,Z133ZBI0,FS,2,133,B
D,1114172656,2020-36-04,5466,P133BP00,Z133ZBR0,FS,1,133,B
D,1114172657,2020-36-04,5466,W134GB00,Z134ZBI0,FS,1,134,B
D,1114172658,2020-36-04,5466,P134BP00,Z134ZBR0,FS,1,134,B
D,1114172659,2020-36-04,5466,W135GB00,Z135ZBI0,FS,2,135,B
D,1114172660,2020-36-04,5466,P135BP00,Z135ZBR0,FS,1,135,B
D,1114172665,2020-36-04,5466,W142GB00,Z142ZBI0,FS,1,142,B
D,1114172666,2020-36-04,5466,P142BP00,Z142ZBR0,FS,1,142,B
D,1114172667,2020-36-04,5466,W143GB00,Z143ZBI0,FS,2,143,B
D,1114172668,2020-36-04,5466,P143BP00,Z143ZBR0,FS,1,143,B
D,1114172669,2020-36-04,5466,W144GB00,Z144ZBI0,FS,2,144,B
D,1114172670,2020-36-04,5466,P144BP00,Z144ZBR0,FS,1,144,B
D,1114172671,2020-36-04,5466,W145GB00,Z145ZBI0,FS,1,145,B
D,1114172672,2020-36-04,5466,P145BP00,Z145ZBR0,FS,1,145,B
D,1114172673,2020-36-04,5466,W152GB00,Z152ZBI0,FS,1,152,B
D,1114172674,2020-36-04,5466,P152BP00,Z152ZBR0,FS,1,152,B
D,1114172675,2020-36-04,5466,W153GB00,Z153ZBI0,FS,4,153,B
D,1114172676,2020-36-04,5466,P153BP00,Z153ZBR0,FS,1,153,B
D,1114172677,2020-36-04,5466,W154GB00,Z154ZBI0,FS,4,154,B
D,1114172678,2020-36-04,5466,P154BP00,Z154ZBR0,FS,1,154,B
D,1114172679,2020-36-04,5466,W155GB00,Z155ZBI0,FS,2,155,B
D,1114172680,2020-36-04,5466,P155BP00,Z155ZBR0,FS,1,155,B
D,1114172681,2020-36-04,5466,W161GB00,Z161ZBI0,FS,3,161,B
D,1114172682,2020-36-04,5466,P161BP00,Z161ZBR0,FS,1,161,B
D,1114172683,2020-36-04,5466,W171GB00,Z171ZBI0,FS,2,171,B
D,1114171714,2020-36-04,5466,Z171ZBI0,P171BC00,FS,3,171,B
D,1114172685,2020-36-04,5466,W182GB00,Z182ZBI0,FS,1,182,B
D,1114172686,2020-36-04,5466,P182BP00,Z182ZBR0,FS,1,182,B
D,1114172687,2020-36-04,5466,W183GT00,Z183ZBI0,FS,2,183,B
D,1114172688,2020-36-04,5466,P183BP00,Z183ZBR0,FS,1,183,B
D,1114172689,2020-36-04,5466,W192GB00,Z192ZBI0,FS,1,192,B
D,1114172690,2020-36-04,5466,P192BP00,Z192ZBR0,FS,1,192,B
D,1114172691,2020-36-04,5466,W193GT00,Z193ZBI0,FS,2,193,B
D,1114172692,2020-36-04,5466,P193BP00,Z193ZBR0,FS,1,193,B
D,1114172703,2020-36-04,5466,W224GA00,Z224ZBI0,FS,1,224,B
D,1114172704,2020-36-04,5466,P224BP00,Z224ZBR0,FS,1,224,B
D,1114172705,2020-36-04,5466,W225GA00,Z225ZBI0,FS,3,225,B
D,1114172706,2020-36-04,5466,P225BP00,Z225ZBR0,FS,1,225,B
D,1114172707,2020-36-04,5466,W226GA00,Z226ZBI0,FS,2,226,B
D,1114172708,2020-36-04,5466,P226BP00,Z226ZBR0,FS,1,226,B
D,1114172709,2020-36-04,5466,W227GA00,Z227ZBI0,FS,5,227,B
D,1114172710,2020-36-04,5466,P227BP00,Z227ZBR0,FS,1,227,B
D,1114172711,2020-36-04,5466,W228GA00,Z228ZBI0,FS,6,228,B
D,1114172712,2020-36-04,5466,P228BP00,Z228ZBR0,FS,1,228,B
D,1114172713,2020-36-04,5466,W229GA00,Z229ZBI0,FS,4,229,B
D,1114172714,2020-36-04,5466,P229BP00,Z229ZBR0,FS,1,229,B
D,1114172719,2020-36-04,5466,W234GA00,Z234ZBI0,FS,1,234,B
D,1114172720,2020-36-04,5466,P234BP00,Z234ZBR0,FS,1,234,B
D,1114172721,2020-36-04,5466,W235GA00,Z235ZBI0,FS,3,235,B
D,1114172722,2020-36-04,5466,P235BP00,Z235ZBR0,FS,1,235,B
D,1114172723,2020-36-04,5466,W236GA00,Z236ZBI0,FS,4,236,B
D,1114172724,2020-36-04,5466,P236BP00,Z236ZBR0,FS,1,236,B
D,1114172725,2020-36-04,5466,W237GA00,Z237ZBI0,FS,5,237,B
D,1114172726,2020-36-04,5466,P237BP00,Z237ZBR0,FS,1,237,B
D,1114172727,2020-36-04,5466,W238GA00,Z238ZBI0,FS,6,238,B
D,1114172728,2020-36-04,5466,P238BP00,Z238ZBR0,FS,1,238,B
D,1114172729,2020-36-04,5466,W239GA00,Z239ZBI0,FS,3,239,B
D,1114172730,2020-36-04,5466,P239BP00,Z239ZBR0,FS,1,239,B
D,1114172735,2020-36-04,5466,W241GA00,Z241ZBI0,FS,4,241,B
D,1114172736,2020-36-04,5466,P241BP00,Z241ZBR0,FS,1,241,B
D,1114172737,2020-36-04,5466,W242GA00,Z242ZBI0,FS,6,242,B
D,1114172738,2020-36-04,5466,P242BP00,Z242ZBR0,FS,1,242,B
D,1114172739,2020-36-04,5466,W251GA00,Z251ZBI0,FS,4,251,B
D,1114172740,2020-36-04,5466,P251BP00,Z251ZBR0,FS,1,251,B
D,1114172741,2020-36-04,5466,W252GA00,Z252ZBI0,FS,5,252,B
D,1114172742,2020-36-04,5466,P252BP00,Z252ZBR0,FS,1,252,B
D,1114172743,2020-36-04,5466,W261GA00,Z261ZBI0,FS,1,261,B
D,1114172744,2020-36-04,5466,P261BP00,Z261ZBR0,FS,1,261,B
D,1114172745,2020-36-04,5466,W262GA00,Z262ZBI0,FS,1,262,B
D,1114172746,2020-36-04,5466,P262BP00,Z262ZBR0,FS,1,262,B
D,1114172747,2020-36-04,5466,W263GA00,Z263ZBI0,FS,2,263,B
D,1114172748,2020-36-04,5466,P263BP00,Z263ZBR0,FS,1,263,B
D,1114172749,2020-36-04,5466,W271GA00,Z271ZBI0,FS,1,271,B
D,1114172750,2020-36-04,5466,P271BP00,Z271ZBR0,FS,1,271,B
D,1114172751,2020-36-04,5466,W272GA00,Z272ZBI0,FS,1,272,B
D,1114172752,2020-36-04,5466,P272BP00,Z272ZBR0,FS,1,272,B
D,1114172753,2020-36-04,5466,W273GA00,Z273ZBI0,FS,2,273,B
D,1114172754,2020-36-04,5466,P273BP00,Z273ZBR0,FS,1,273,B
D,1114172755,2020-36-04,5466,W283GA00,Z283ZBI0,FS,2,283,B
D,1114172756,2020-36-04,5466,P283BP00,Z283ZBR0,FS,1,283,B
D,1114172757,2020-36-04,5466,W284GA00,Z284ZBI0,FS,2,284,B
D,1114172758,2020-36-04,5466,P284BP00,Z284ZBR0,FS,1,284,B
D,1114172759,2020-36-04,5466,W293GA00,Z293ZBI0,FS,2,293,B
D,1114172760,2020-36-04,5466,P293BP00,Z293ZBR0,FS,1,293,B
D,1114172761,2020-36-04,5466,W294GA00,Z294ZBI0,FS,2,294,B
D,1114172762,2020-36-04,5466,P294BP00,Z294ZBR0,FS,1,294,B
D,1114172783,2020-36-04,5466,W521GA00,Z521ZBI0,FS,1,521,B
D,1114172784,2020-36-04,5466,P521BP00,Z521ZBR0,FS,1,521,B
D,1114172785,2020-36-04,5466,W522GA00,Z522ZBI0,FS,5,522,B
D,1114172786,2020-36-04,5466,P522BP00,Z522ZBR0,FS,1,522,B
D,1114172787,2020-36-04,5466,W523GA00,Z523ZBI0,FS,3,523,B
D,1114172788,2020-36-04,5466,P523BP00,Z523ZBR0,FS,1,523,B
D,1114172789,2020-36-04,5466,W524GA00,Z524ZBI0,FS,6,524,B
D,1114172790,2020-36-04,5466,P524BP00,Z524ZBR0,FS,1,524,B
D,1114172791,2020-36-04,5466,W525GA00,Z525ZBI0,FS,4,525,B
D,1114172792,2020-36-04,5466,P525BP00,Z525ZBR0,FS,1,525,B
D,1114172793,2020-36-04,5466,W526GA00,Z526ZBI0,FS,6,526,B
D,1114172794,2020-36-04,5466,P526BP00,Z526ZBR0,FS,1,526,B
D,1114172795,2020-36-04,5466,W527GA00,Z527ZBI0,FS,4,527,B
D,1114172796,2020-36-04,5466,P527BP00,Z527ZBR0,FS,1,527,B
D,1114172797,2020-36-04,5466,W528GA00,Z528ZBI0,FS,4,528,B
D,1114172798,2020-36-04,5466,P528BP00,Z528ZBR0,FS,1,528,B
D,1114172799,2020-36-04,5466,W529GA00,Z529ZBI0,FS,6,529,B
D,1114172800,2020-36-04,5466,P529BP00,Z529ZBR0,FS,1,529,B
D,1114172801,2020-36-04,5466,W531GA00,Z531ZBI0,FS,1,531,B
D,1114172802,2020-36-04,5466,P531BP00,Z531ZBR0,FS,1,531,B
D,1114172803,2020-36-04,5466,W532GA00,Z532ZBI0,FS,5,532,B
D,1114172804,2020-36-04,5466,P532BP00,Z532ZBR0,FS,1,532,B
D,1114172805,2020-36-04,5466,W533GA00,Z533ZBI0,FS,3,533,B
D,1114172806,2020-36-04,5466,P533BP00,Z533ZBR0,FS,1,533,B
D,1114172807,2020-36-04,5466,W534GA00,Z534ZBI0,FS,6,534,B
D,1114172808,2020-36-04,5466,P534BP00,Z534ZBR0,FS,1,534,B
D,1114172809,2020-36-04,5466,W535GA00,Z535ZBI0,FS,5,535,B
D,1114172810,2020-36-04,5466,P535BP00,Z535ZBR0,FS,1,535,B
D,1114172811,2020-36-04,5466,W536GA00,Z536ZBI0,FS,6,536,B
D,1114172812,2020-36-04,5466,P536BP00,Z536ZBR0,FS,1,536,B
D,1114172813,2020-36-04,5466,W537GA00,Z537ZBI0,FS,4,537,B
D,1114172814,2020-36-04,5466,P537BP00,Z537ZBR0,FS,1,537,B
D,1114172815,2020-36-04,5466,W538GA00,Z538ZBI0,FS,4,538,B
D,1114172816,2020-36-04,5466,P538BP00,Z538ZBR0,FS,1,538,B
D,1114172817,2020-36-04,5466,W539GA00,Z539ZBI0,FS,6,539,B
D,1114172818,2020-36-04,5466,P539BP00,Z539ZBR0,FS,1,539,B
D,1114172819,2020-36-04,5466,W541GA00,Z541ZBI0,FS,6,541,B
D,1114172820,2020-36-04,5466,P541BP00,Z541ZBR0,FS,1,541,B
D,1114172821,2020-36-04,5466,W542GA00,Z542ZBI0,FS,2,542,B
D,1114172822,2020-36-04,5466,P542BP00,Z542ZBR0,FS,1,542,B
D,1114172823,2020-36-04,5466,W543GA00,Z543ZBI0,FS,2,543,B
D,1114172824,2020-36-04,5466,P543BP00,Z543ZBR0,FS,1,543,B
D,1114172825,2020-36-04,5466,W544GA00,Z544ZBI0,FS,6,544,B
D,1114172826,2020-36-04,5466,P544BP00,Z544ZBR0,FS,1,544,B
D,1114172827,2020-36-04,5466,W551GA00,Z551ZBI0,FS,6,551,B
D,1114172828,2020-36-04,5466,P551BP00,Z551ZBR0,FS,1,551,B
D,1114172829,2020-36-04,5466,W552GA00,Z552ZBI0,FS,2,552,B
D,1114172830,2020-36-04,5466,P552BP00,Z552ZBR0,FS,1,552,B
D,1114172831,2020-36-04,5466,W553GA00,Z553ZBI0,FS,2,553,B
D,1114172832,2020-36-04,5466,P553BP00,Z553ZBR0,FS,1,553,B
D,1114172833,2020-36-04,5466,W554GA00,Z554ZBI0,FS,6,554,B
D,1114172834,2020-36-04,5466,P554BP00,Z554ZBR0,FS,1,554,B
D,1114172835,2020-36-04,5466,W561GA00,Z561ZBI0,FS,2,561,B
D,1114172836,2020-36-04,5466,P561BP00,Z561ZBR0,FS,1,561,B
D,1114172837,2020-36-04,5466,W571GA00,Z571ZBI0,FS,2,571,B
D,1114172838,2020-36-04,5466,P571BP00,Z571ZBR0,FS,1,571,B
D,1114172839,2020-36-04,5466,W621GA00,Z621ZBI0,FS,2,621,B
D,1114172840,2020-36-04,5466,P621BP00,Z621ZBR0,FS,1,621,B
D,1114172841,2020-36-04,5466,W622GA00,Z622ZBI0,FS,4,622,B
D,1114172842,2020-36-04,5466,P622BP00,Z622ZBR0,FS,1,622,B
D,1114172843,2020-36-04,5466,W623GA00,Z623ZBI0,FS,2,623,B
D,1114172844,2020-36-04,5466,P623BP00,Z623ZBR0,FS,1,623,B
D,1114172845,2020-36-04,5466,W624GA00,Z624ZBI0,FS,2,624,B
D,1114172846,2020-36-04,5466,P624BP00,Z624ZBR0,FS,1,624,B
D,1114172847,2020-36-04,5466,W625GA00,Z625ZBI0,FS,2,625,B
D,1114172848,2020-36-04,5466,P625BP00,Z625ZBR0,FS,1,625,B
D,1114172849,2020-36-04,5466,W626GA00,Z626ZBI0,FS,3,626,B
D,1114172850,2020-36-04,5466,P626BP00,Z626ZBR0,FS,1,626,B
D,1114172851,2020-36-04,5466,W627GA00,Z627ZBI0,FS,2,627,B
D,1114172852,2020-36-04,5466,P627BP00,Z627ZBR0,FS,1,627,B
D,1114172853,2020-36-04,5466,W628GA00,Z628ZBI0,FS,6,628,B
D,1114172854,2020-36-04,5466,P628BP00,Z628ZBR0,FS,1,628,B
D,1114172855,2020-36-04,5466,W629GA00,Z629ZBI0,FS,2,629,B
D,1114172856,2020-36-04,5466,P629BP00,Z629ZBR0,FS,1,629,B
D,1114172871,2020-36-04,5466,W631GA00,Z631ZBI0,FS,2,631,B
D,1114172872,2020-36-04,5466,P631BP00,Z631ZBR0,FS,1,631,B
D,1114172873,2020-36-04,5466,W632GA00,Z632ZBI0,FS,4,632,B
D,1114172874,2020-36-04,5466,P632BP00,Z632ZBR0,FS,1,632,B
D,1114172875,2020-36-04,5466,W633GA00,Z633ZBI0,FS,2,633,B
D,1114172876,2020-36-04,5466,P633BP00,Z633ZBR0,FS,1,633,B
D,1114172877,2020-36-04,5466,W634GA00,Z634ZBI0,FS,2,634,B
D,1114172878,2020-36-04,5466,P634BP00,Z634ZBR0,FS,1,634,B
D,1114172879,2020-36-04,5466,W635GA00,Z635ZBI0,FS,2,635,B
D,1114172880,2020-36-04,5466,P635BP00,Z635ZBR0,FS,1,635,B
D,1114172881,2020-36-04,5466,W636GA00,Z636ZBI0,FS,3,636,B
D,1114172882,2020-36-04,5466,P636BP00,Z636ZBR0,FS,1,636,B
D,1114172883,2020-36-04,5466,W637GA00,Z637ZBI0,FS,2,637,B
D,1114172884,2020-36-04,5466,P637BP00,Z637ZBR0,FS,1,637,B
D,1114172885,2020-36-04,5466,W638GA00,Z638ZBI0,FS,6,638,B
D,1114172886,2020-36-04,5466,P638BP00,Z638ZBR0,FS,1,638,B
D,1114172887,2020-36-04,5466,W639GA00,Z639ZBI0,FS,2,639,B
D,1114172888,2020-36-04,5466,P639BP00,Z639ZBR0,FS,1,639,B
D,1114172903,2020-36-04,5466,W641GA00,Z641ZBI0,FS,2,641,B
D,1114172904,2020-36-04,5466,P641BP00,Z641ZBR0,FS,1,641,B
D,1114172905,2020-36-04,5466,W642GA00,Z642ZBI0,FS,2,642,B
D,1114172906,2020-36-04,5466,P642BP00,Z642ZBR0,FS,1,642,B
D,1114172907,2020-36-04,5466,W643GA00,Z643ZBI0,FS,2,643,B
D,1114172908,2020-36-04,5466,P643BP00,Z643ZBR0,FS,1,643,B
D,1114172909,2020-36-04,5466,W644GA00,Z644ZBI0,FS,2,644,B
D,1114172910,2020-36-04,5466,P644BP00,Z644ZBR0,FS,1,644,B
D,1114172911,2020-36-04,5466,W651GA00,Z651ZBI0,FS,2,651,B
D,1114172912,2020-36-04,5466,P651BP00,Z651ZBR0,FS,1,651,B
D,1114172913,2020-36-04,5466,W652GA00,Z652ZBI0,FS,3,652,B
D,1114172914,2020-36-04,5466,P652BP00,Z652ZBR0,FS,1,652,B
D,1114172915,2020-36-04,5466,W653GA00,Z653ZBI0,FS,2,653,B
D,1114172916,2020-36-04,5466,P653BP00,Z653ZBR0,FS,1,653,B
D,1114172917,2020-36-04,5466,W654GA00,Z654ZBI0,FS,2,654,B
D,1114172918,2020-36-04,5466,P654BP00,Z654ZBR0,FS,1,654,B
D,1114172919,2020-36-04,5466,W661GA00,Z661ZBI0,FS,1,661,B
D,1114172920,2020-36-04,5466,P661BP00,Z661ZBR0,FS,1,661,B
D,1114172921,2020-36-04,5466,W671GA00,Z671ZBI0,FS,2,671,B
D,1114172922,2020-36-04,5466,P671BP00,Z671ZBR0,FS,1,671,B
D,1114172923,2020-36-04,5466,W801GA00,Z801ZBI0,FS,2,801,B
D,1114172924,2020-36-04,5466,W802GA00,Z802ZBI0,FS,4,802,B
D,1114172925,2020-36-04,5466,P802BP00,Z802ZBR0,FS,1,802,B
D,1114172926,2020-36-04,5466,W805GA00,Z805ZBI0,FS,7,805,B
D,1114172927,2020-36-04,5466,P805BP00,Z805ZBR0,FS,1,805,B
D,1114172936,2020-36-04,5466,W822GA00,Z822ZBI0,FS,2,822,B
D,1114172937,2020-36-04,5466,P822BP00,Z822ZBR0,FS,1,822,B
D,1114172938,2020-36-04,5466,W823GA00,Z823ZBI0,FS,2,823,B
D,1114172939,2020-36-04,5466,P823BP00,Z823ZBR0,FS,1,823,B
D,1114172940,2020-36-04,5466,W824GA00,Z824ZBI0,FS,3,824,B
D,1114172941,2020-36-04,5466,P824BP00,Z824ZBR0,FS,1,824,B
D,1114172942,2020-36-04,5466,W825GA00,Z825ZBI0,FS,2,825,B
D,1114172943,2020-36-04,5466,P825BP00,Z825ZBR0,FS,1,825,B
D,1114172944,2020-36-04,5466,W826GA00,Z826ZBI0,FS,2,826,B
D,1114172945,2020-36-04,5466,P826BP00,Z826ZBR0,FS,1,826,B
D,1114172946,2020-36-04,5466,W832GA00,Z832ZBI0,FS,2,832,B
D,1114172947,2020-36-04,5466,P832BP00,Z832ZBR0,FS,1,832,B
D,1114172948,2020-36-04,5466,W833GA00,Z833ZBI0,FS,2,833,B
D,1114172949,2020-36-04,5466,P833BP00,Z833ZBR0,FS,1,833,B
D,1114172950,2020-36-04,5466,W834GA00,Z834ZBI0,FS,2,834,B
D,1114172951,2020-36-04,5466,P834BP00,Z834ZBR0,FS,1,834,B
D,1114172952,2020-36-04,5466,W835GA00,Z835ZBI0,FS,2,835,B
D,1114172953,2020-36-04,5466,P835BP00,Z835ZBR0,FS,1,835,B
D,1114172954,2020-36-04,5466,W836GA00,Z836ZBI0,FS,2,836,B
D,1114172955,2020-36-04,5466,P836BP00,Z836ZBR0,FS,1,836,B
D,1114293623,2020-36-04,5466,E104DS00,E104DG00,FS,-3,104,E
D,1114293624,2020-36-04,5466,Z104ZDI0,E104DS00,FS,1,104,E
D,1114293621,2020-36-04,5466,E105DS00,E105DG00,FS,-3,105,E
D,1114293622,2020-36-04,5466,Z105ZDI0,E105DS00,FS,1,105,E
D,1114293614,2020-36-04,5466,E107DS00,E107DG00,FS,-3,107,E
D,1114293592,2020-36-04,5466,Z107ZDI0,E107DS00,FS,1,107,E
D,1114293727,2020-36-04,5466,E10FDS00,E10FDG00,FS,-3,10F,E
D,1114293613,2020-36-04,5466,Z10FZDI0,E10FDS00,FS,1,10F,E
D,1114293618,2020-36-04,5466,E11ADS00,E11ADG00,FS,-3,11A,E
D,1114293617,2020-36-04,5466,Z11AZDI0,E11ADS00,FS,1,11A,E
D,1114293682,2020-36-04,5466,E11HDS00,E11HDG00,FS,-3,11H,E
D,1114293683,2020-36-04,5466,Z11HZDI0,E11HDS00,FS,1,11H,E
D,1114293596,2020-36-04,5466,E12DDS00,E12DDG00,FS,-3,12D,E
D,1114293609,2020-36-04,5466,Z12DZDI0,E12DDS00,FS,1,12D,E
D,1114293703,2020-36-04,5466,E12EDS00,E12EDG00,FS,-3,12E,E
D,1114293589,2020-36-04,5466,Z12EZDI0,E12EDS00,FS,1,12E,E
D,1114293610,2020-36-04,5466,E13DDS00,E13DDG00,FS,-3,13D,E
D,1114293611,2020-36-04,5466,Z13DZDI0,E13DDS00,FS,1,13D,E
D,1114293612,2020-36-04,5466,E13EDS00,E13EDG00,FS,-3,13E,E
D,1114293625,2020-36-04,5466,Z13EZDI0,E13EDS00,FS,1,13E,E
D,1114293626,2020-36-04,5466,E203DS00,E203DG00,FS,-3,203,E
D,1114293695,2020-36-04,5466,Z203ZDI0,E203DS00,FS,1,203,E
D,1114293540,2020-36-04,5466,E204DS00,E204DG00,FS,-3,204,E
D,1114293541,2020-36-04,5466,Z204ZDI0,E204DS00,FS,1,204,E
D,1114293719,2020-36-04,5466,E205DS00,E205DG00,FS,-3,205,E
D,1114293720,2020-36-04,5466,Z205ZDI0,E205DS00,FS,1,205,E
D,1114293722,2020-36-04,5466,E206DS00,E206DG00,FS,-3,206,E
D,1114293723,2020-36-04,5466,Z206ZDI0,E206DS00,FS,1,206,E
D,1114293643,2020-36-04,5466,E207DS00,E207DG00,FS,-3,207,E
D,1114293642,2020-36-04,5466,Z207ZDI0,E207DS00,FS,1,207,E
D,1114293646,2020-36-04,5466,E208DS00,E208DG00,FS,-3,208,E
D,1114293645,2020-36-04,5466,Z208ZDI0,E208DS00,FS,1,208,E
D,1114293547,2020-36-04,5466,E20JDS00,E20JDG00,FS,-3,20J,E
D,1114293546,2020-36-04,5466,Z20JZDI0,E20JDS00,FS,1,20J,E
D,1114293549,2020-36-04,5466,E20KDS00,E20KDG00,FS,-3,20K,E
D,1114293569,2020-36-04,5466,Z20KZDI0,E20KDS00,FS,1,20K,E
D,1114293552,2020-36-04,5466,E20LDS00,E20LDG00,FS,-3,20L,E
D,1114293551,2020-36-04,5466,Z20LZDI0,E20LDS00,FS,1,20L,E
D,1114293599,2020-36-04,5466,E20MDS00,E20MDG00,FS,-3,20M,E
D,1114293598,2020-36-04,5466,Z20MZDI0,E20MDS00,FS,1,20M,E
D,1114293590,2020-36-04,5466,E20NDS00,E20NDG00,FS,-3,20N,E
D,1114293591,2020-36-04,5466,Z20NZDI0,E20NDS00,FS,1,20N,E
D,1114293627,2020-36-04,5466,E22ADS00,E22ADG00,FS,-3,22A,E
D,1114293648,2020-36-04,5466,Z22AZDI0,E22ADS00,FS,1,22A,E
D,1114293649,2020-36-04,5466,E22BDS00,E22BDG00,FS,-3,22B,E
D,1114293650,2020-36-04,5466,Z22BZDI0,E22BDS00,FS,1,22B,E
D,1114293651,2020-36-04,5466,E23ADS00,E23ADG00,FS,-3,23A,E
D,1114293653,2020-36-04,5466,Z23AZDI0,E23ADS00,FS,1,23A,E
D,1114293654,2020-36-04,5466,E23BDS00,E23BDG00,FS,-3,23B,E
D,1114293655,2020-36-04,5466,Z23BZDI0,E23BDS00,FS,1,23B,E
D,1114293693,2020-36-04,5466,E50ADS00,E50ADG00,FS,-3,50A,E
D,1114293704,2020-36-04,5466,Z50AZDI0,E50ADS00,FS,1,50A,E
