COMPANYID,CASENO,PROJECTNO,ACTIVITYCODE,LOCATIONCODE,LOCATIONTYPE,STAGECODE,FLAGCODE,PROCESSCODE,PROCESSSERNO,SHOPCODE,WORKCODE,SECTCODE,PLANSTARTDATE,PLANFINISHDATE,PLANDURATION,LAG,MH1,VOL1,VOL2,RELATIONTYPE,PREVSTAGECODE,PREVFLAGCODE,PREVPROCESSCODE,PREVPROCESSSERNO,RELATIONNO
D,2020-36-04,5466,S526A000,526,B,B,S,A,000,PBS,SBBK,####,2019-11-12,2019-12-02,15,,625.1,3057.4,0,,,,,,
D,2020-36-04,5466,C641CC00,641,B,J,C,C,C00,CTS,CCBK,2100,2019-11-25,2019-12-10,12,-7,125.1,265.4,0,SS,B,S,A,000,1114171201
D,2020-36-04,5466,C221CP00,221,B,J,C,C,P00,CTS,CPBK,2100,2019-10-10,2019-10-29,14,-1,5.7,0,0,SS,J,C,C,C00,1114171002
D,2020-36-04,5466,P942BP00,942,B,B,P,B,P00,SHD,PBPD,9999,2019-09-27,2019-09-27,1,1,147.8,0,206.8,FS,B,P,B,C00,1114172077
D,2020-36-04,5466,P626BC00,626,B,B,P,B,C00,NO1,PBBT,6200,2019-12-09,2019-12-09,1,4,113.4,3594.5,3368.4,FS,B,Z,Z,BI0,1114171921
D,2020-36-04,5466,Z551ZBI0,551,B,B,Z,Z,BI0,NTA,ESCF,2901,2019-12-06,2019-12-06,1,6,8.5,42.5,0,FS,A,W,G,A00,1114172827
D,2020-36-04,5466,S441A000,441,B,B,S,A,000,NPS,SBBK,####,2020-01-10,2020-01-22,9,,85.3,278.8,0,,,,,,
D,2020-36-04,5466,C752CC00,752,B,J,C,C,C00,CTS,CCBK,2100,2019-12-12,2020-01-06,15,-8,3.6,210.3,0,SS,B,S,A,000,1114171267
D,2020-36-04,5466,P526BC00,526,B,B,P,B,C00,NO1,PBBT,6200,2020-01-06,2020-01-06,1,14,103.9,2794.7,2634.7,FS,B,Z,Z,BI0,1114171860
D,2020-36-04,5466,Z226ZBI0,226,B,B,Z,Z,BI0,TEX,ESCF,2901,2019-12-02,2019-12-03,2,2,67.2,280.5,0,FS,A,W,G,A00,1114172707
D,2020-36-04,5466,Z543ZBI0,543,B,B,Z,Z,BI0,NO1,ESCF,2901,2020-01-07,2020-01-07,1,2,8.5,42.5,0,FS,A,W,G,A00,1114172823
D,2020-36-04,5466,Z543ZBR0,543,B,B,Z,Z,BR0,NO1,ESCF,2901,2020-01-21,2020-01-21,1,1,3.6,42.5,0,FS,B,P,B,P00,1114172824
D,2020-36-04,5466,W525GA00,525,B,A,W,G,A00,BOS,WBHD,2204,2019-12-09,2019-12-12,4,-1,19.8,0,0,FS,B,S,A,000,1114172390
D,2020-36-04,5466,W101GS00,101,B,S,W,G,S00,3DS,WBER,3103,2019-08-12,2019-08-19,5,0,19.8,0,0,SS,B,S,A,000,1114172124
D,2020-36-04,5466,W122GB00,122,B,B,W,G,B00,SSC,WBER,3123,2019-09-26,2019-10-15,13,1,686.5,0,0,FS,B,S,A,000,1114172168
D,2020-36-04,5466,W536GA00,536,B,A,W,G,A00,BOS,WBHD,2204,2019-11-29,2019-12-05,5,-1,35.3,0,0,FS,B,S,A,000,1114172410
D,2020-36-04,5466,S642A000,642,B,B,S,A,000,GBS,SBBK,####,2019-12-02,2019-12-26,18,,1161.4,3142.2,0,,,,,,
D,2020-36-04,5466,W209GC00,209,B,C,W,G,C00,PBS,WBHD,2204,2019-12-04,2019-12-12,7,4,38.3,0,0,SS,B,S,A,000,1114172259
D,2020-36-04,5466,C923CP00,923,B,J,C,C,P00,CTS,CPBK,2100,2019-07-24,2019-08-27,14,-1,5.6,0,0,SS,J,C,C,C00,1114171326
D,2020-36-04,5466,C226CP00,226,B,J,C,C,P00,CTS,CPBK,2100,2019-10-11,2019-11-08,21,-1,12.1,0,0,SS,J,C,C,C00,1114171012
D,2020-36-04,5466,C735CC00,735,B,J,C,C,C00,CTS,CCBK,2100,2019-11-27,2019-12-16,14,-11,2.3,182.4,0,SS,B,S,A,000,1114171247
D,2020-36-04,5466,C905CC00,905,B,J,C,C,C00,SHD,CCBK,9999,2019-08-19,2019-09-05,14,-7,60.3,59.1,0,SS,B,S,A,000,1114171311
D,2020-36-04,5466,C744CC00,744,B,J,C,C,C00,CTS,CCBK,2100,2019-12-17,2020-01-09,15,-8,135.4,188.4,0,SS,B,S,A,000,1114171263
D,2020-36-04,5466,C123CC00,123,B,J,C,C,C00,CTS,CCBK,2100,2019-09-30,2019-10-30,22,-7,214,229,0,SS,B,S,A,000,1114170939
D,2020-36-04,5466,S639A000,639,B,B,S,A,000,PBS,SBBK,####,2019-11-29,2019-12-19,15,,508.5,2848.3,0,,,,,,
D,2020-36-04,5466,Z192ZBI0,192,B,B,Z,Z,BI0,NTA,ESCF,2901,2019-11-28,2019-11-29,2,1,32.7,163.6,0,FS,B,W,G,B00,1114172689
D,2020-36-04,5466,P905BP00,905,B,B,P,B,P00,SHD,PBPD,9999,2019-10-07,2019-10-07,1,1,43.7,0,1060.7,FS,B,P,B,C00,1114172051
D,2020-36-04,5466,Z238ZBI0,238,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-12-05,2019-12-06,2,6,63.9,266.7,0,FS,A,W,G,A00,1114172727
D,2020-36-04,5466,C522CC00,522,B,J,C,C,C00,CTS,CCBK,2100,2019-11-20,2019-12-05,12,-7,104.4,239.1,0,SS,B,S,A,000,1114171111
D,2020-36-04,5466,C742CC00,742,B,J,C,C,C00,CTS,CCBK,2100,2019-12-12,2020-01-03,14,-7,140.2,213.3,0,SS,B,S,A,000,1114171259
D,2020-36-04,5466,C110CC00,110,B,J,C,C,C00,CTS,CCBK,2100,2019-08-14,2019-10-01,32,-7,218.1,81.2,0,SS,B,S,A,000,1114170929
D,2020-36-04,5466,S192A000,192,B,B,S,A,000,GBS,SBBK,####,2019-10-16,2019-11-20,26,,1443.6,2473,0,,,,,,
D,2020-36-04,5466,Z802ZBR0,802,B,B,Z,Z,BR0,NO1,ESCF,2901,2020-02-06,2020-02-06,1,1,5.7,67.7,0,FS,B,P,B,P00,1114172925
D,2020-36-04,5466,Z229ZBI0,229,B,B,Z,Z,BI0,NTA,ESCF,2901,2020-01-03,2020-01-06,2,4,67.4,281.7,0,FS,A,W,G,A00,1114172713
D,2020-36-04,5466,W122GL00,122,B,L,W,G,L00,SSC,####,####,2019-11-18,2019-11-21,4,11,0,0,0,FS,B,Z,Z,BR0,1114172170
D,2020-36-04,5466,Z262ZBI0,262,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-11-21,2019-11-22,2,1,62.7,262.3,0,FS,A,W,G,A00,1114172745
D,2020-36-04,5466,S101A000,101,B,B,S,A,000,3DS,SBBK,####,2019-08-12,2019-09-25,30,,1670.2,2064.7,0,,,,,,
D,2020-36-04,5466,W641GC00,641,B,C,W,G,C00,PBS,WBHD,2204,2019-12-10,2019-12-16,5,4,13.6,0,0,SS,B,S,A,000,1114172489
D,2020-36-04,5466,W824GA00,824,B,A,W,G,A00,BOS,WBHD,2204,2019-12-24,2020-01-14,13,-4,44.7,0,0,FS,B,S,A,000,1114172564
D,2020-36-04,5466,C242CC00,242,B,J,C,C,C00,CTS,CCBK,2100,2019-11-07,2019-12-10,24,-8,194.7,302.1,0,SS,B,S,A,000,1114171039
D,2020-36-04,5466,C144CC00,144,B,J,C,C,C00,CTS,CCBK,2100,2019-10-02,2019-10-30,20,-7,158.7,150.1,0,SS,B,S,A,000,1114170959
D,2020-36-04,5466,W171GB00,171,B,B,W,G,B00,POS,WBER,3103,2019-10-31,2019-11-11,8,2,412.6,0,0,FS,B,S,A,000,1114172230
D,2020-36-04,5466,Z111ZBI0,111,B,B,Z,Z,BI0,SHM,ESCF,9999,2019-12-09,2019-12-09,1,3,4.2,17.6,0,FS,B,W,G,B00,1114172631
D,2020-36-04,5466,C8X1CP00,8X1,B,J,C,C,P00,CTS,CPBK,2100,2019-11-27,2019-12-23,19,-1,0,0,0,SS,J,C,C,C00,1114171308
D,2020-36-04,5466,C433CC00,433,B,J,C,C,C00,CTS,CCBK,2100,2019-11-18,2019-11-27,8,-7,1.2,71.4,0,SS,B,S,A,000,1114171087
D,2020-36-04,5466,W132GB00,132,B,B,W,G,B00,SSC,WBER,3123,2019-09-25,2019-10-14,13,1,547.7,0,0,FS,B,S,A,000,1114172186
D,2020-36-04,5466,Z642ZBR0,642,B,B,Z,Z,BR0,NO1,ESCF,2901,2020-02-04,2020-02-04,1,1,28.2,333.4,0,FS,B,P,B,P00,1114172906
D,2020-36-04,5466,Z161ZBR0,161,B,B,Z,Z,BR0,NO1,ESCF,2901,2019-11-29,2019-11-29,1,1,15.5,179.6,0,FS,B,P,B,P00,1114172682
D,2020-36-04,5466,W539GC00,539,B,C,W,G,C00,NPS,WBHD,2204,2019-11-14,2019-11-22,7,4,6.8,0,0,SS,B,S,A,000,1114172417
D,2020-36-04,5466,C232CC00,232,B,J,C,C,C00,CTS,CCBK,2100,2019-10-15,2019-11-01,14,-7,6.5,267.6,0,SS,B,S,A,000,1114171021
D,2020-36-04,5466,Z239ZBI0,239,B,B,Z,Z,BI0,NTA,ESCF,2901,2020-01-03,2020-01-06,2,3,67.4,281.7,0,FS,A,W,G,A00,1114172729
D,2020-36-04,5466,S437A000,437,B,B,S,A,000,NPS,SBBK,####,2019-12-16,2019-12-27,9,,86.4,278.8,0,,,,,,
D,2020-36-04,5466,C724CC00,724,B,J,C,C,C00,CTS,CCBK,2100,2019-11-29,2019-12-17,13,-7,92.3,146.4,0,SS,B,S,A,000,1114171227
D,2020-36-04,5466,C527CC00,527,B,J,C,C,C00,CTS,CCBK,2100,2019-11-21,2019-12-10,14,-7,122.7,242.8,0,SS,B,S,A,000,1114171121
D,2020-36-04,5466,Z271ZBI0,271,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-11-15,2019-11-18,2,1,60.1,251.1,0,FS,A,W,G,A00,1114172749
D,2020-36-04,5466,W211GA00,211,B,A,W,G,A00,BOS,WBHD,2204,2019-12-12,2019-12-23,8,-4,41,0,0,FS,B,S,A,000,1114172265
D,2020-36-04,5466,Z224ZBR0,224,B,B,Z,Z,BR0,NO1,ESCF,2901,2019-12-11,2019-12-11,1,1,14.1,136.2,0,FS,B,P,B,P00,1114172704
D,2020-36-04,5466,Z252ZBR0,252,B,B,Z,Z,BR0,NO1,ESCF,2901,2020-01-31,2020-01-31,1,1,12.3,122,0,FS,B,P,B,P00,1114172742
D,2020-36-04,5466,W942GB00,942,B,B,W,G,B00,SHD,WBAD,9999,2019-09-02,2019-09-25,16,-6,103.7,0,0,FS,B,S,A,000,1114172599
D,2020-36-04,5466,C452CC00,452,B,J,C,C,C00,CTS,CCBK,2100,2019-12-24,2020-01-07,8,-7,1.2,72.7,0,SS,B,S,A,000,1114171105
D,2020-36-04,5466,W283GA00,283,B,A,W,G,A00,GOS,WBHD,2204,2019-12-19,2020-01-07,11,-4,8.3,0,0,FS,B,S,A,000,1114172341
D,2020-36-04,5466,S283A000,283,B,B,S,A,000,GBS,SBBK,####,2019-12-03,2019-12-26,17,,934.9,1892.6,0,,,,,,
D,2020-36-04,5466,P628BP01,628,B,B,P,B,P01,NO1,PBPT,6200,2020-01-14,2020-01-16,3,1,0,0,0,FS,B,Z,Z,BR0,1114171929
D,2020-36-04,5466,P628BC00,628,B,B,P,B,C00,NO1,PBBT,6200,2019-12-30,2019-12-30,1,13,99.5,3116.8,2924.1,FS,B,Z,Z,BI0,1114171927
D,2020-36-04,5466,C628CP00,628,B,J,C,C,P00,CTS,CPBK,2100,2019-10-25,2019-11-13,14,-1,11.8,0,0,SS,J,C,C,C00,1114171180
D,2020-36-04,5466,C262CP00,262,B,J,C,C,P00,CTS,CPBK,2100,2019-10-14,2019-11-04,16,-1,11.3,0,0,SS,J,C,C,C00,1114171056
D,2020-36-04,5466,S727A000,727,B,B,S,A,000,PBS,SBBK,####,2019-12-20,2020-01-14,15,,326.7,1670.4,0,,,,,,
D,2020-36-04,5466,Z113ZBR0,113,B,B,Z,Z,BR0,PSA,ESCF,9999,2019-12-31,2019-12-31,1,1,5.2,50.8,0,FS,B,P,B,P00,1114172634
D,2020-36-04,5466,Z552ZBR0,552,B,B,Z,Z,BR0,NO1,ESCF,2901,2020-01-20,2020-01-20,1,1,2.5,29.7,0,FS,B,P,B,P00,1114172830
D,2020-36-04,5466,P226BC00,226,B,B,P,B,C00,TEX,PBBT,6200,2019-12-06,2019-12-06,1,3,137.4,4183.9,3917.1,FS,B,Z,Z,BI0,1114171757
D,2020-36-04,5466,C110CP00,110,B,J,C,C,P00,CTS,CPBK,2100,2019-08-13,2019-09-30,32,-1,1,0,0,SS,J,C,C,C00,1114170930
D,2020-36-04,5466,C735CP00,735,B,J,C,C,P00,CTS,CPBK,2100,2019-11-26,2019-12-13,14,-1,0,0,0,SS,J,C,C,C00,1114171248
D,2020-36-04,5466,W726GC00,726,B,C,W,G,C00,PBS,WBHD,2204,2019-12-17,2019-12-27,8,4,162.5,0,0,SS,B,S,A,000,1114172516
D,2020-36-04,5466,S452A000,452,B,B,S,A,000,NPS,SBBK,####,2020-01-07,2020-01-17,9,,132.3,624,0,,,,,,
D,2020-36-04,5466,W171GS00,171,B,S,W,G,S00,NPS,WBER,3103,2019-10-07,2019-10-11,5,0,34.3,0,0,SS,B,S,A,000,1114172231
D,2020-36-04,5466,W135GC00,135,B,C,W,G,C00,PSA,WBER,3123,2019-10-23,2019-12-10,35,0,0,0,0,SS,B,S,A,000,1114172198
D,2020-36-04,5466,S641A000,641,B,B,S,A,000,PBS,SBBK,####,2019-12-04,2019-12-20,13,,723.8,2860.3,0,,,,,,
D,2020-36-04,5466,W634GC00,634,B,C,W,G,C00,PBS,WBHD,2204,2019-10-31,2019-11-08,7,4,20.8,0,0,SS,B,S,A,000,1114172470
D,2020-36-04,5466,W235GC00,235,B,C,W,G,C00,PBS,WBHD,2204,2019-10-29,2019-11-14,13,4,9.3,0,0,SS,B,S,A,000,1114172300
D,2020-36-04,5466,P835BC00,835,B,B,P,B,C00,NO1,PBBT,6200,2020-01-30,2020-01-30,1,1,41.3,1084,1481.6,FS,B,Z,Z,BI0,1114172042
D,2020-36-04,5466,P653BP01,653,B,B,P,B,P01,NO1,PBPT,6200,2020-02-06,2020-02-07,2,1,0,0,0,FS,B,Z,Z,BR0,1114171994
D,2020-36-04,5466,P635BP00,635,B,B,P,B,P00,NO1,PBPT,6200,2019-12-04,2019-12-12,7,1,1.3,6833.9,7324.4,FS,B,P,B,C00,1114171953
D,2020-36-04,5466,C729CP00,729,B,J,C,C,P00,CTS,CPBK,2100,2019-12-05,2019-12-26,15,-1,8,0,0,SS,J,C,C,C00,1114171238
D,2020-36-04,5466,W442GA00,442,B,A,W,G,A00,BOS,WBHD,2204,2020-01-16,2020-01-21,4,-1,16.7,0,0,FS,B,S,A,000,1114172364
D,2020-36-04,5466,S221A000,221,B,B,S,A,000,PBS,SBBK,####,2019-10-22,2019-11-11,15,,657.7,1727.5,0,,,,,,
D,2020-36-04,5466,U108GB00,108,B,B,U,G,B00,OOS,WBER,3103,2019-11-14,2019-11-25,8,-7,73.2,0,0,SS,B,W,G,B00,1114172095
D,2020-36-04,5466,W731GA00,731,B,A,W,G,A00,BOS,WBHD,2204,2019-11-12,2019-11-19,6,-1,24.5,0,0,FS,B,S,A,000,1114172521
D,2020-36-04,5466,S628A000,628,B,B,S,A,000,PBS,SBBK,####,2019-11-06,2019-11-26,15,,597.6,3042.5,0,,,,,,
D,2020-36-04,5466,Z628ZBI0,628,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-12-09,2019-12-10,2,6,66.7,334.5,0,FS,A,W,G,A00,1114172853
D,2020-36-04,5466,W145GC00,145,B,C,W,G,C00,PSA,WBER,3123,2019-10-29,2019-12-10,31,0,0,0,0,SS,B,S,A,000,1114172214
D,2020-36-04,5466,Z651ZBI0,651,B,B,Z,Z,BI0,NTA,ESCF,2901,2020-01-09,2020-01-09,1,2,58.2,291.7,0,FS,A,W,G,A00,1114172911
D,2020-36-04,5466,S729A000,729,B,B,S,A,000,PBS,SBBK,####,2019-12-18,2020-01-10,15,,329.6,1673,0,,,,,,
D,2020-36-04,5466,P622BC00,622,B,B,P,B,C00,NO1,PBBT,6200,2019-12-26,2019-12-26,1,5,86.1,2661.9,2498.2,FS,B,Z,Z,BI0,1114171909
D,2020-36-04,5466,P627BP01,627,B,B,P,B,P01,NO1,PBPT,6200,2019-12-26,2019-12-30,3,1,0,0,0,FS,B,Z,Z,BR0,1114171926
D,2020-36-04,5466,C628CC00,628,B,J,C,C,C00,CTS,CCBK,2100,2019-10-28,2019-11-14,14,-7,145.7,273.8,0,SS,B,S,A,000,1114171179
D,2020-36-04,5466,W637GC00,637,B,C,W,G,C00,PBS,WBHD,2204,2019-11-15,2019-11-25,7,4,28,0,0,SS,B,S,A,000,1114172476
D,2020-36-04,5466,P154BC00,154,B,B,P,B,C00,NO1,PBBT,6200,2019-12-23,2019-12-23,1,5,121.3,1800.1,2430.2,FS,B,Z,Z,BI0,1114171708
D,2020-36-04,5466,P108BC00,108,B,B,P,B,C00,NO1,PBBT,6200,2019-12-26,2019-12-26,1,7,94.6,1116.2,1731.7,FS,B,Z,Z,BI0,1114171658
D,2020-36-04,5466,W627GA00,627,B,A,W,G,A00,BOS,WBHD,2204,2019-11-28,2019-12-03,4,-1,24.1,0,0,FS,B,S,A,000,1114172450
D,2020-36-04,5466,P627BC00,627,B,B,P,B,C00,NO1,PBBT,6200,2019-12-12,2019-12-12,1,4,105.1,3315.3,3106.7,FS,B,Z,Z,BI0,1114171924
D,2020-36-04,5466,C223CC00,223,B,J,C,C,C00,CTS,CCBK,2100,2019-10-18,2019-11-06,14,-7,79.1,130.7,0,SS,B,S,A,000,1114171005
D,2020-36-04,5466,C263CP00,263,B,J,C,C,P00,CTS,CPBK,2100,2019-10-04,2019-11-05,23,-1,7.5,0,0,SS,J,C,C,C00,1114171058
D,2020-36-04,5466,Z554ZBR0,554,B,B,Z,Z,BR0,NO1,ESCF,2901,2020-01-21,2020-01-21,1,1,3.6,42.5,0,FS,B,P,B,P00,1114172834
D,2020-36-04,5466,S735A000,735,B,B,S,A,000,PBS,SBBK,####,2019-12-12,2019-12-27,11,,349.3,1779.5,0,,,,,,
D,2020-36-04,5466,S134A000,134,B,B,S,A,000,N+3,SBBK,####,2019-10-18,2019-11-20,24,,968.4,2168.7,0,,,,,,
D,2020-36-04,5466,C624CP00,624,B,J,C,C,P00,CTS,CPBK,2100,2019-10-15,2019-11-01,14,-1,10.1,0,0,SS,J,C,C,C00,1114171172
D,2020-36-04,5466,Z621ZBR0,621,B,B,Z,Z,BR0,NO1,ESCF,2901,2019-12-17,2019-12-17,1,1,15.7,152.2,0,FS,B,P,B,P00,1114172840
D,2020-36-04,5466,C441CC00,441,B,J,C,C,C00,CTS,CCBK,2100,2019-12-30,2020-01-10,8,-7,37.7,34.4,0,SS,B,S,A,000,1114171097
D,2020-36-04,5466,S914A000,914,B,B,S,A,000,SHD,SBBK,####,2019-08-29,2019-09-20,15,,249.9,902.6,0,,,,,,
D,2020-36-04,5466,Z653ZBI0,653,B,B,Z,Z,BI0,NO1,ESCF,2901,2020-01-16,2020-01-17,2,2,89.4,374,0,FS,A,W,G,A00,1114172915
D,2020-36-04,5466,Z237ZBR0,237,B,B,Z,Z,BR0,TEX,ESCF,2901,2019-12-27,2019-12-27,1,1,23.1,224.1,0,FS,B,P,B,P00,1114172726
D,2020-36-04,5466,C981CC00,981,B,J,C,C,C00,SHD,CCBK,9999,2019-07-17,2019-09-23,36,-7,32.6,18.5,0,SS,B,S,A,000,1114171341
D,2020-36-04,5466,C263CC00,263,B,J,C,C,C00,CTS,CCBK,2100,2019-10-07,2019-11-06,23,-8,189.9,191.2,0,SS,B,S,A,000,1114171057
D,2020-36-04,5466,Z107ZBR0,107,B,B,Z,Z,BR0,NO1,ESCF,2901,2020-01-30,2020-01-30,1,1,1.8,20.9,0,FS,B,P,B,P00,1114172616
D,2020-36-04,5466,P913BP00,913,B,B,P,B,P00,SHD,PBPD,9999,2019-10-02,2019-10-02,1,1,369,0,516.5,FS,B,P,B,C00,1114172058
D,2020-36-04,5466,W913GB00,913,B,B,W,G,B00,SHD,WBAD,9999,2019-09-05,2019-09-30,16,-6,232.8,0,0,FS,B,S,A,000,1114172589
D,2020-36-04,5466,C638CP00,638,B,J,C,C,P00,CTS,CPBK,2100,2019-10-25,2019-11-13,14,-1,0,0,0,SS,J,C,C,C00,1114171198
D,2020-36-04,5466,C739CP00,739,B,J,C,C,P00,CTS,CPBK,2100,2019-12-05,2019-12-24,14,-1,0,0,0,SS,J,C,C,C00,1114171256
D,2020-36-04,5466,C904CC00,904,B,J,C,C,C00,SHD,CCBK,9999,2019-08-13,2019-09-02,14,-7,40.7,44.1,0,SS,B,S,A,000,1114171309
D,2020-36-04,5466,P125BC00,125,B,B,P,B,C00,PSA,PBBT,9999,2019-12-12,2019-12-12,1,1,56.6,701.7,847.2,FS,B,Z,Z,BI0,1114171682
D,2020-36-04,5466,Z631ZBR0,631,B,B,Z,Z,BR0,NO1,ESCF,2901,2019-12-17,2019-12-17,1,1,15.7,152.2,0,FS,B,P,B,P00,1114172872
D,2020-36-04,5466,C833CP00,833,B,J,C,C,P00,CTS,CPBK,2100,2019-11-28,2019-12-27,21,-1,0,0,0,SS,J,C,C,C00,1114171300
D,2020-36-04,5466,C638CC00,638,B,J,C,C,C00,CTS,CCBK,2100,2019-10-28,2019-11-14,14,-7,3.5,273.8,0,SS,B,S,A,000,1114171197
D,2020-36-04,5466,S651A000,651,B,B,S,A,000,PBS,SBBK,####,2019-12-04,2019-12-20,13,,727,2860.3,0,,,,,,
D,2020-36-04,5466,P236BP00,236,B,B,P,B,P00,NO1,PBPT,6200,2019-12-11,2019-12-19,7,1,196.1,8448.7,8514.3,FS,B,P,B,C00,1114171778
D,2020-36-04,5466,W904GB00,904,B,B,W,G,B00,SHD,WBAD,9999,2019-09-04,2019-09-27,16,-6,185.4,0,0,FS,B,S,A,000,1114172584
D,2020-36-04,5466,P212BC00,212,B,B,P,B,C00,NO1,PBBT,6200,2020-01-15,2020-01-15,1,10,126.4,3982.9,3718.9,FS,A,W,G,A00,1114171745
D,2020-36-04,5466,P661BP01,661,B,B,P,B,P01,NO1,PBPT,6200,2019-12-19,2019-12-23,3,1,0,0,0,FS,B,Z,Z,BR0,1114172000
D,2020-36-04,5466,Z525ZBR0,525,B,B,Z,Z,BR0,NO2,ESCF,2901,2020-01-09,2020-01-09,1,1,3.6,42.5,0,FS,B,P,B,P00,1114172792
D,2020-36-04,5466,P203BP00,203,B,B,P,B,P00,NO1,PBPT,6200,2019-12-31,2020-01-09,6,1,175.2,8616.4,8806.3,FS,B,P,B,C00,1114171725
D,2020-36-04,5466,W108GC00,108,B,C,W,G,C00,PSH,WBER,3123,2019-10-14,2019-11-08,20,0,132.2,0,0,SS,B,S,A,000,1114172143
D,2020-36-04,5466,C261CP00,261,B,J,C,C,P00,CTS,CPBK,2100,2019-10-02,2019-10-24,16,-1,8.7,0,0,SS,J,C,C,C00,1114171054
D,2020-36-04,5466,C161CC00,161,B,J,C,C,C00,CTS,CCBK,2100,2019-09-19,2019-10-14,17,-7,145.4,109.1,0,SS,B,S,A,000,1114170971
D,2020-36-04,5466,C229CC00,229,B,J,C,C,C00,CTS,CCBK,2100,2019-11-15,2019-12-12,20,-7,219.3,333.5,0,SS,B,S,A,000,1114171017
D,2020-36-04,5466,C153CC00,153,B,J,C,C,C00,CTS,CCBK,2100,2019-10-04,2019-11-06,24,-15,19.5,160.7,0,SS,B,S,A,000,1114170965
D,2020-36-04,5466,P633BC00,633,B,B,P,B,C00,NO1,PBBT,6200,2019-11-28,2019-11-28,1,1,107.4,3355.3,3147.2,FS,B,Z,Z,BI0,1114171946
D,2020-36-04,5466,W221GA00,221,B,A,W,G,A00,BOS,WBHD,2204,2019-11-05,2019-11-21,13,-4,148.9,0,0,FS,B,S,A,000,1114172269
D,2020-36-04,5466,P539BC00,539,B,B,P,B,C00,NTA,PBBT,6200,2020-01-06,2020-01-06,1,16,91.2,2530.6,2391.9,FS,B,Z,Z,BI0,1114171884
D,2020-36-04,5466,P812BC00,812,B,B,P,B,C00,S-W,PBBT,9999,2020-01-09,2020-01-09,1,7,3.5,38.9,57.9,FS,A,W,G,A00,1114172024
D,2020-36-04,5466,U113GB00,113,B,B,U,G,B00,PSH,WBER,3123,2019-11-27,2019-12-05,7,-7,0,0,0,SS,B,W,G,B00,1114172097
D,2020-36-04,5466,W109GC00,109,B,C,W,G,C00,NPS,WBER,3103,2019-10-30,2019-11-11,9,4,0,0,0,SS,B,S,A,000,1114172147
D,2020-36-04,5466,P104BC00,104,B,B,P,B,C00,GPS,PBBT,6200,2019-12-26,2019-12-26,1,2,92.8,1252.3,1642.6,FS,B,Z,Z,BI0,1114171650
D,2020-36-04,5466,Z294ZBI0,294,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-12-31,2019-12-31,1,2,44.2,184.5,0,FS,A,W,G,A00,1114172761
D,2020-36-04,5466,Z824ZBR0,824,B,B,Z,Z,BR0,NO1,ESCF,2901,2020-02-07,2020-02-07,1,1,12.4,146.7,0,FS,B,P,B,P00,1114172941
D,2020-36-04,5466,S913A000,913,B,B,S,A,000,SHD,SBBK,####,2019-08-26,2019-09-17,15,,342.2,1154.4,0,,,,,,
D,2020-36-04,5466,W423GA00,423,B,A,W,G,A00,BOS,WBHD,2204,2019-12-06,2019-12-11,4,-1,16.7,0,0,FS,B,S,A,000,1114172351
D,2020-36-04,5466,W133GC00,133,B,C,W,G,C00,GBS,WBER,3103,2019-10-18,2019-11-11,17,4,43.4,0,0,SS,B,S,A,000,1114172191
D,2020-36-04,5466,P731BC00,731,B,B,P,B,C00,TEX,PBBT,6200,2019-11-21,2019-11-21,1,2,10.6,292.3,269.2,FS,A,W,G,A00,1114172006
D,2020-36-04,5466,P805BP00,805,B,B,P,B,P00,SHM,PBPT,9999,2020-01-23,2020-02-04,6,1,20.7,1008.3,1509.1,FS,B,P,B,C00,1114172017
D,2020-36-04,5466,W635GC00,635,B,C,W,G,C00,PBS,WBHD,2204,2019-11-06,2019-11-14,7,4,38.4,0,0,SS,B,S,A,000,1114172472
D,2020-36-04,5466,P144BC00,144,B,B,P,B,C00,NO1,PBBT,6200,2019-12-05,2019-12-05,1,3,119.1,1592.6,2326.5,FS,B,Z,Z,BI0,1114171700
D,2020-36-04,5466,W124GB00,124,B,B,W,G,B00,POS,WBER,3103,2019-11-21,2019-11-28,6,2,152,0,0,FS,B,S,A,000,1114172176
D,2020-36-04,5466,W551GA00,551,B,A,W,G,A00,BOS,WBHD,2204,2019-11-25,2019-11-28,4,-1,17.7,0,0,FS,B,S,A,000,1114172426
D,2020-36-04,5466,W625GC00,625,B,C,W,G,C00,PBS,WBHD,2204,2019-11-06,2019-11-14,7,4,30.7,0,0,SS,B,S,A,000,1114172447
D,2020-36-04,5466,P263BP01,263,B,B,P,B,P01,NO1,PBPT,6200,2019-12-10,2019-12-12,3,1,0,0,0,FS,B,Z,Z,BR0,1114171811
D,2020-36-04,5466,W262GC00,262,B,C,W,G,C00,GBS,WBHD,2204,2019-10-30,2019-11-11,9,4,14.4,0,0,SS,B,S,A,000,1114172332
D,2020-36-04,5466,U192GB00,192,B,B,U,G,B00,OOS,WBER,3103,2019-11-12,2019-11-21,8,-7,0,0,0,SS,B,W,G,B00,1114172120
D,2020-36-04,5466,C728CP00,728,B,J,C,C,P00,CTS,CPBK,2100,2019-12-06,2019-12-26,14,-1,8.9,0,0,SS,J,C,C,C00,1114171236
