PROJECTNO,ACTIVITYCODE,LOCATIONCODE,LOCATIONTYPE,DESCRIPTION,PLANDURATION,물량,단위, 작업장
5466,T20JO000,20J,P,PE장 착수~탑재 공기,28,0,-,NPE
5466,A20JO000,20J,P,PE장 점유 공기,28,0,-,NPE
5466,E20JPG00,20J,P,20J BLK P Stage PE 취부/용접,20,570.2,JL,해양탑재-해양조립-P-E-취부/용접
5466,W20JOP00,20J,P,PE단계 의장,22,0,-,NPE
5466,P20JPP00,20J,P,20J BLK P Stage PE 도장,4,20575.3,M2,해양도장2-후행도장-해양선체
5466,E20JPS00,20J,P,20J BLK P Stage PE 심출,14,0,JL,해양탑재-해양조립-P-E-심출
5466,Z11AZPI0,11A,P,11A BLK P Stage PE 발판 설치,16,175.5,매,발판지원-상선 일반발판
5466,E11AP000,11A,P,PE 기간,20,808.9,JL,NO1
5466,A11AO000,11A,P,PE장 점유 공기,27,0,-,NO1
5466,P11APP00,11A,P,11A BLK P Stage PE 도장,3,7998,M2,도장1-후행도장
5466,T11AO000,11A,P,PE장 착수~탑재 공기,27,0,-,NO1
5466,W11AOP00,11A,P,PE단계 의장,20,0,-,NO1
5466,W50EOP00,50E,P,PE단계 의장,5,0,-,NO1
5466,A50FO000,50F,P,PE장 점유 공기,10,0,-,NO1
5466,E50FP000,50F,P,PE 기간,5,44.7,JL,NO1
5466,E50FPG00,50F,P,50F BLK P Stage PE 취부/용접,3,44.7,JL,탑재1-P-E 취부/용접
5466,A50DO000,50D,P,PE장 점유 공기,13,0,-,NO1
5466,P50DPP00,50D,P,50D BLK P Stage PE 도장,4,4595.2,M2,도장1-후행도장
5466,T50DO000,50D,P,PE장 착수~탑재 공기,13,0,-,NO1
5466,T22BO000,22B,P,PE장 착수~탑재 공기,22,0,-,NO1
5466,W10AOP00,10A,P,PE단계 의장,14,0,-,NO1
5466,Z50CZPR0,50C,P,50C BLK P Stage 발판 해체,1,7.5,매,발판지원-상선 일반발판
5466,Z90AZPI0,90A,P,90A BLK P Stage PE 발판 설치,20,0,0,사외-발판-신한기계-선실용
5466,T63CO000,63C,P,PE장 착수~탑재 공기,22,0,-,NO1
5466,E10FPS00,10F,P,10F BLK P Stage PE 심출,9,0,JL,탑재1-P-E 심출
5466,Z20JZPI0,20J,P,20J BLK P Stage PE 발판 설치,10,494.3,매,발판지원-상선 일반발판
5466,E20KPM00,20K,P,20K BLK P Stage PE 사주사상,2,0,JL,해양탑재-해양조립-P-E-심출
5466,Z20KZPR0,20K,P,20K BLK P Stage 발판 해체,1,303.7,매,발판지원-상선 일반발판
5466,E20KP000,20K,P,PE 기간,21,721.4,JL,NPE
5466,T20KO000,20K,P,PE장 착수~탑재 공기,27,0,-,NPE
5466,A20KO000,20K,P,PE장 점유 공기,27,0,-,NPE
5466,E20KPG00,20K,P,20K BLK P Stage PE 취부/용접,19,721.4,JL,해양탑재-해양조립-P-E-취부/용접
5466,Z63FZPI0,63F,P,63F BLK P Stage PE 발판 설치,4,115.5,매,발판지원-상선 일반발판
5466,Z50LZPI0,50L,P,50L BLK P Stage PE 발판 설치,2,93,매,발판지원-상선 일반발판
5466,Z50LZPR0,50L,P,50L BLK P Stage 발판 해체,1,93,매,발판지원-상선 일반발판
5466,Z50NZPI0,50N,P,50N BLK P Stage PE 발판 설치,2,0,0,발판지원-상선 일반발판
5466,E50APS00,50A,P,50A BLK P Stage PE 심출,6,0,JL,탑재1-P-E 심출
5466,A13DO000,13D,P,PE장 점유 공기,18,0,-,NO1
5466,E13DP000,13D,P,PE 기간,12,94.4,JL,NO1
5466,P11BBP00,11B,P,11B BLK E Stage 선행 도장,9,6485.55,M2,선행도장-상선-도장
5466,E91AP000,91A,P,PE 기간,39,246.8,JL,SHD
5466,E10FPM00,10F,P,10F BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E50EPM00,50E,P,50E BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,A10AO000,10A,P,PE장 점유 공기,20,0,-,NO1
5466,E12DPM00,12D,P,12D BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E50GPM00,50G,P,50G BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E50HPM00,50H,P,50H BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E50FPM00,50F,P,50F BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E50MPM00,50M,P,50M BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E50KPM00,50K,P,50K BLK P Stage PE 사주사상,2,0,JL,해양탑재-해양조립-P-E-심출
5466,W20KOP00,20K,P,PE단계 의장,21,0,-,NPE
5466,T20LO000,20L,P,PE장 착수~탑재 공기,26,0,-,NO1
5466,P20KPP00,20K,P,20K BLK P Stage PE 도장,4,20011.2,M2,도장1-후행도장
5466,A20LO000,20L,P,PE장 점유 공기,26,0,-,NO1
5466,E20LPG00,20L,P,20L BLK P Stage PE 취부/용접,18,922,JL,탑재1-P-E 취부/용접
5466,E20KPS00,20K,P,20K BLK P Stage PE 심출,13,0,JL,해양탑재-해양조립-P-E-심출
5466,Z20KZPI0,20K,P,20K BLK P Stage PE 발판 설치,9,484.7,매,발판지원-상선 일반발판
5466,E20LPM00,20L,P,20L BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,Z20LZPR0,20L,P,20L BLK P Stage 발판 해체,1,452.2,매,발판지원-상선 일반발판
5466,W20LOP00,20L,P,PE단계 의장,20,0,-,NO1
5466,E20LP000,20L,P,PE 기간,20,922,JL,NO1
5466,P20LPP00,20L,P,20L BLK P Stage PE 도장,4,18220.9,M2,도장1-후행도장
5466,E20LPS00,20L,P,20L BLK P Stage PE 심출,15,0,JL,탑재1-P-E 심출
5466,Z20LZPI0,20L,P,20L BLK P Stage PE 발판 설치,11,596.2,매,발판지원-상선 일반발판
5466,E20MPM00,20M,P,20M BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,Z20MZPR0,20M,P,20M BLK P Stage 발판 해체,1,393.7,매,발판지원-상선 일반발판
5466,E20MP000,20M,P,PE 기간,19,775,JL,NO1
5466,T20MO000,20M,P,PE장 착수~탑재 공기,25,0,-,NO1
5466,E50NPM00,50N,P,50N BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E50CPM00,50C,P,50C BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E80APM00,80A,P,80A BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E62CPM00,62C,P,62C BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E90APM00,90A,P,90A BLK P Stage PE 사주사상,2,0,0,사외-선실-P-E 심출(신한기계)
5466,E22APM00,22A,P,22A BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E50DPM00,50D,P,50D BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E12EPM00,12E,P,12E BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E63CPM00,63C,P,63C BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E23BPM00,23B,P,23B BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,Z20MZPI0,20M,P,20M BLK P Stage PE 발판 설치,11,585.7,매,발판지원-상선 일반발판
5466,A20MO000,20M,P,PE장 점유 공기,25,0,-,NO1
5466,E20MPG00,20M,P,20M BLK P Stage PE 취부/용접,17,775,JL,탑재1-P-E 취부/용접
5466,Z62GZPI0,62G,P,62G BLK P Stage PE 발판 설치,4,98,매,발판지원-상선 일반발판
5466,W20MOP00,20M,P,PE단계 의장,19,0,-,NO1
5466,P20MPP00,20M,P,20M BLK P Stage PE 도장,4,19613.2,M2,도장1-후행도장
5466,E20MPS00,20M,P,20M BLK P Stage PE 심출,15,0,JL,탑재1-P-E 심출
5466,E13EPM00,13E,P,13E BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E62AP000,62A,P,PE 기간,11,64.1,JL,NO1
5466,Z10AZPI0,10A,P,10A BLK P Stage PE 발판 설치,4,122,매,발판지원-상선 일반발판
5466,E62DPG00,62D,P,62D BLK P Stage PE 취부/용접,9,111.2,JL,탑재1-P-E 취부/용접
5466,E62DPS00,62D,P,62D BLK P Stage PE 심출,8,0,JL,탑재1-P-E 심출
5466,A50EO000,50E,P,PE장 점유 공기,9,0,-,NO1
5466,E50EPG00,50E,P,50E BLK P Stage PE 취부/용접,3,35.5,JL,탑재1-P-E 취부/용접
5466,P12DPP00,12D,P,12D BLK P Stage PE 도장,4,6116.9,M2,도장1-후행도장
5466,T12DO000,12D,P,PE장 착수~탑재 공기,19,0,-,NO1
5466,P50EPP00,50E,P,50E BLK P Stage PE 도장,4,5182.4,M2,도장1-후행도장
5466,E50FPS00,50F,P,50F BLK P Stage PE 심출,5,0,JL,탑재1-P-E 심출
5466,E50MPG00,50M,P,50M BLK P Stage PE 취부/용접,5,35.1,JL,탑재1-P-E 취부/용접
5466,E90APG00,90A,P,90A BLK P Stage PE 취부/용접,37,0,0,사외-선실 P-E취부/용접-신한기계
5466,P50FPP00,50F,P,50F BLK P Stage PE 도장,4,5562.5,M2,도장1-후행도장
5466,E50NPS00,50N,P,50N BLK P Stage PE 심출,5,0,JL,탑재1-P-E 심출
5466,E50EP000,50E,P,PE 기간,5,35.5,JL,NO1
5466,E12DPS00,12D,P,12D BLK P Stage PE 심출,6,0,JL,탑재1-P-E 심출
5466,W50DOP00,50D,P,PE단계 의장,8,0,-,NO1
5466,P50JPP00,50J,P,50J BLK P Stage PE 도장,4,3596.2,M2,도장1-후행도장
5466,T50JO000,50J,P,PE장 착수~탑재 공기,13,0,-,NPE
5466,W50JOP00,50J,P,PE단계 의장,7,0,-,NPE
5466,P23APP00,23A,P,23A BLK P Stage PE 도장,3,5521.9,M2,도장1-후행도장
5466,T23AO000,23A,P,PE장 착수~탑재 공기,22,0,-,NO1
5466,E50LPS00,50L,P,50L BLK P Stage PE 심출,6,0,JL,탑재1-P-E 심출
5466,E50LP000,50L,P,PE 기간,7,39.6,JL,NO1
5466,T50LO000,50L,P,PE장 착수~탑재 공기,13,0,-,NO1
5466,A50NO000,50N,P,PE장 점유 공기,11,0,-,NO1
5466,Z50AZPR0,50A,P,50A BLK P Stage 발판 해체,1,48,매,발판지원-상선 일반발판
5466,E50NPG00,50N,P,50N BLK P Stage PE 취부/용접,3,37.5,JL,탑재1-P-E 취부/용접
5466,Z13DZPR0,13D,P,13D BLK P Stage 발판 해체,1,129,매,발판지원-상선 일반발판
5466,Z62CZPI0,62C,P,62C BLK P Stage PE 발판 설치,7,133.2,매,발판지원-상선 일반발판
5466,Z62CZPR0,62C,P,62C BLK P Stage 발판 해체,1,84.3,매,발판지원-상선 일반발판
5466,E90AP000,90A,P,PE 기간,39,1297.1,JL,SHD
5466,E63DPM00,63D,P,63D BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,P62DPP00,62D,P,62D BLK P Stage PE 도장,3,6653.3,M2,도장1-후행도장
5466,T63DO000,63D,P,PE장 착수~탑재 공기,17,0,-,NO1
5466,Z63DZPI0,63D,P,63D BLK P Stage PE 발판 설치,4,101,매,발판지원-상선 일반발판
5466,Z63DZPR0,63D,P,63D BLK P Stage 발판 해체,1,68.7,매,발판지원-상선 일반발판
5466,W63DOP00,63D,P,PE단계 의장,12,0,-,NO1
5466,A63DO000,63D,P,PE장 점유 공기,17,0,-,NO1
5466,E63DP000,63D,P,PE 기간,10,111.2,JL,NO1
5466,E63DPG00,63D,P,63D BLK P Stage PE 취부/용접,8,111.2,JL,탑재1-P-E 취부/용접
5466,E63DPS00,63D,P,63D BLK P Stage PE 심출,8,0,JL,탑재1-P-E 심출
5466,P63DPP00,63D,P,63D BLK P Stage PE 도장,3,6653.3,M2,도장1-후행도장
5466,A431O000,431,P,PE장 점유 공기,6,0,-,NO1
5466,T421O000,421,P,PE장 착수~탑재 공기,6,0,-,NO1
5466,T50FO000,50F,P,PE장 착수~탑재 공기,10,0,-,NO1
5466,T13EO000,13E,P,PE장 착수~탑재 공기,20,0,-,NO1
5466,W23AOP00,23A,P,PE단계 의장,15,0,-,NO1
5466,E20NPS00,20N,P,20N BLK P Stage PE 심출,15,0,JL,탑재1-P-E 심출
5466,Z50BZPI0,50B,P,50B BLK P Stage PE 발판 설치,2,8,매,발판지원-상선 일반발판
5466,E50DP000,50D,P,PE 기간,8,29.3,JL,NO1
5466,E10APS00,10A,P,10A BLK P Stage PE 심출,8,0,JL,탑재1-P-E 심출
5466,E23BPG00,23B,P,23B BLK P Stage PE 취부/용접,14,168.1,JL,탑재1-P-E 취부/용접
5466,E50DPG00,50D,P,50D BLK P Stage PE 취부/용접,6,29.3,JL,탑재1-P-E 취부/용접
5466,E50DPS00,50D,P,50D BLK P Stage PE 심출,6,0,JL,탑재1-P-E 심출
5466,E12EPS00,12E,P,12E BLK P Stage PE 심출,8,0,JL,탑재1-P-E 심출
5466,E50NP000,50N,P,PE 기간,5,37.5,JL,NO1
5466,A50HO000,50H,P,PE장 점유 공기,13,0,-,NO1
5466,E50HP000,50H,P,PE 기간,7,39.6,JL,NO1
5466,E50HPG00,50H,P,50H BLK P Stage PE 취부/용접,5,39.6,JL,탑재1-P-E 취부/용접
5466,E50HPS00,50H,P,50H BLK P Stage PE 심출,6,0,JL,탑재1-P-E 심출
5466,A10FO000,10F,P,PE장 점유 공기,14,0,-,NO1
5466,E10FP000,10F,P,PE 기간,10,227.2,JL,NO1
5466,E50LPG00,50L,P,50L BLK P Stage PE 취부/용접,5,39.6,JL,탑재1-P-E 취부/용접
5466,P50LPP00,50L,P,50L BLK P Stage PE 도장,4,3380.2,M2,도장1-후행도장
5466,W50LOP00,50L,P,PE단계 의장,7,0,-,NO1
5466,P50APP00,50A,P,50A BLK P Stage PE 도장,4,5414.4,M2,도장1-후행도장
5466,T50AO000,50A,P,PE장 착수~탑재 공기,11,0,-,NO1
5466,E80AP000,80A,P,PE 기간,17,274.4,JL,NO1
5466,T10AO000,10A,P,PE장 착수~탑재 공기,20,0,-,NO1
5466,E62EPG00,62E,P,62E BLK P Stage PE 취부/용접,14,64.8,JL,탑재1-P-E 취부/용접
5466,Z62AZPI0,62A,P,62A BLK P Stage PE 발판 설치,3,30.7,매,발판지원-상선 일반발판
5466,Z62AZPR0,62A,P,62A BLK P Stage 발판 해체,1,30.7,매,발판지원-상선 일반발판
5466,Z50AZPI0,50A,P,50A BLK P Stage PE 발판 설치,2,48,매,발판지원-상선 일반발판
5466,T22AO000,22A,P,PE장 착수~탑재 공기,22,0,-,NO1
5466,W22AOP00,22A,P,PE단계 의장,15,0,-,NO1
5466,A22BO000,22B,P,PE장 점유 공기,22,0,-,NO1
5466,E22BP000,22B,P,PE 기간,16,168.5,JL,NO1
5466,E22BPG00,22B,P,22B BLK P Stage PE 취부/용접,14,168.5,JL,탑재1-P-E 취부/용접
5466,E22BPS00,22B,P,22B BLK P Stage PE 심출,10,0,JL,탑재1-P-E 심출
5466,P22BPP00,22B,P,22B BLK P Stage PE 도장,3,6243.2,M2,도장1-후행도장
5466,Z80AZPI0,80A,P,80A BLK P Stage PE 발판 설치,4,389,매,발판지원-상선 일반발판
5466,Z80AZPR0,80A,P,80A BLK P Stage 발판 해체,1,133.7,매,발판지원-상선 일반발판
5466,Z12EZPI0,12E,P,12E BLK P Stage PE 발판 설치,4,476.3,매,발판지원-상선 일반발판
5466,E50KP000,50K,P,PE 기간,7,32.6,JL,NPE
5466,T63AO000,63A,P,PE장 착수~탑재 공기,21,0,-,NO1
5466,Z10FZPI0,10F,P,10F BLK P Stage PE 발판 설치,5,462.3,매,발판지원-상선 일반발판
5466,Z10FZPR0,10F,P,10F BLK P Stage 발판 해체,1,34,매,발판지원-상선 일반발판
5466,P23BPP00,23B,P,23B BLK P Stage PE 도장,3,6436.6,M2,도장1-후행도장
5466,E63CPS00,63C,P,63C BLK P Stage PE 심출,11,0,JL,탑재1-P-E 심출
5466,E10FPG00,10F,P,10F BLK P Stage PE 취부/용접,8,227.2,JL,탑재1-P-E 취부/용접
5466,W50MOP00,50M,P,PE단계 의장,7,0,-,NO1
5466,E50MPS00,50M,P,50M BLK P Stage PE 심출,6,0,JL,탑재1-P-E 심출
5466,W12DOP00,12D,P,PE단계 의장,11,0,-,NO1
5466,A12EO000,12E,P,PE장 점유 공기,23,0,-,NO1
5466,P80APP00,80A,P,80A BLK P Stage PE 도장,4,6009.3,M2,도장1-후행도장
5466,T80AO000,80A,P,PE장 착수~탑재 공기,23,0,-,NO1
5466,W80AOP00,80A,P,PE단계 의장,17,0,-,NO1
5466,Z105ZDI0,105,E,105 BLK D Stage 탑재 발판 설치,1,110.5,매,발판지원-상선 일반발판
5466,A421O000,421,P,PE장 점유 공기,6,0,-,NO1
5466,E105DS00,105,E,105 BLK D Stage 탑재 심출,5,0,JL,탑재1-탑재 심출
5466,Z62DZPI0,62D,P,62D BLK P Stage PE 발판 설치,4,101,매,발판지원-상선 일반발판
5466,P731TP00,731,P,T/O 단계 도장,3,0,-,NO1
5466,P13EPP00,13E,P,13E BLK P Stage PE 도장,3,6999.8,M2,도장1-후행도장
5466,W13EOP00,13E,P,PE단계 의장,15,0,-,NO1
5466,T50EO000,50E,P,PE장 착수~탑재 공기,9,0,-,NO1
5466,Z63AZPR0,63A,P,63A BLK P Stage 발판 해체,1,30.7,매,발판지원-상선 일반발판
5466,Z50MZPI0,50M,P,50M BLK P Stage PE 발판 설치,2,14,매,발판지원-상선 일반발판
5466,Z22AZPI0,22A,P,22A BLK P Stage PE 발판 설치,7,196.5,매,발판지원-상선 일반발판
5466,Z22AZPR0,22A,P,22A BLK P Stage 발판 해체,1,120.5,매,발판지원-상선 일반발판
5466,P50KPP00,50K,P,50K BLK P Stage PE 도장,4,3505.8,M2,도장1-후행도장
5466,P63CPP00,63C,P,63C BLK P Stage PE 도장,3,7122,M2,도장1-후행도장
5466,W80DOP00,80D,P,PE단계 의장,16,0,-,NO1
5466,Z80DZPI0,80D,P,80D BLK P Stage PE 발판 설치,6,555.2,매,발판지원-상선 일반발판
5466,Z80DZPR0,80D,P,80D BLK P Stage 발판 해체,1,99.7,매,발판지원-상선 일반발판
5466,Z63FZPR0,63F,P,63F BLK P Stage 발판 해체,1,66.7,매,발판지원-상선 일반발판
5466,P721TP00,721,P,T/O 단계 도장,3,0,-,NO1
5466,E63FPM00,63F,P,63F BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,T63FO000,63F,P,PE장 착수~탑재 공기,21,0,-,NO1
5466,W63FOP00,63F,P,PE단계 의장,14,0,-,NO1
5466,A63FO000,63F,P,PE장 점유 공기,21,0,-,NO1
5466,Z13EZPR0,13E,P,13E BLK P Stage 발판 해체,1,63.7,매,발판지원-상선 일반발판
5466,P62CPP00,62C,P,62C BLK P Stage PE 도장,3,7122,M2,도장1-후행도장
5466,W50BOP00,50B,P,PE단계 의장,8,0,-,NO1
5466,A12DO000,12D,P,PE장 점유 공기,19,0,-,NO1
5466,W90AOP00,90A,P,PE단계 의장,81,0,-,SHD
5466,E80CPG00,80C,P,80C BLK P Stage PE 취부/용접,13,494.1,JL,탑재1-P-E 취부/용접
5466,E80APG00,80A,P,80A BLK P Stage PE 취부/용접,15,274.4,JL,탑재1-P-E 취부/용접
5466,E80APS00,80A,P,80A BLK P Stage PE 심출,8,0,JL,탑재1-P-E 심출
5466,E80BP000,80B,P,PE 기간,16,111,JL,NO1
5466,A80BO000,80B,P,PE장 점유 공기,21,0,-,NO1
5466,E80BPG00,80B,P,80B BLK P Stage PE 취부/용접,14,111,JL,탑재1-P-E 취부/용접
5466,E80BPS00,80B,P,80B BLK P Stage PE 심출,7,0,JL,탑재1-P-E 심출
5466,P80BPP00,80B,P,80B BLK P Stage PE 도장,4,4370.9,M2,도장1-후행도장
5466,T50KO000,50K,P,PE장 착수~탑재 공기,13,0,-,NPE
5466,P421TP00,421,P,T/O 단계 도장,3,0,-,NO1
5466,A80AO000,80A,P,PE장 점유 공기,23,0,-,NO1
5466,A50CO000,50C,P,PE장 점유 공기,17,0,-,NO1
5466,E50CP000,50C,P,PE 기간,10,44.7,JL,NO1
5466,E50CPG00,50C,P,50C BLK P Stage PE 취부/용접,8,44.7,JL,탑재1-P-E 취부/용접
5466,E50CPS00,50C,P,50C BLK P Stage PE 심출,6,0,JL,탑재1-P-E 심출
5466,P50CPP00,50C,P,50C BLK P Stage PE 도장,4,5398.9,M2,도장1-후행도장
5466,Z22BZPR0,22B,P,22B BLK P Stage 발판 해체,1,57.7,매,발판지원-상선 일반발판
5466,Z50MZPR0,50M,P,50M BLK P Stage 발판 해체,1,14,매,발판지원-상선 일반발판
5466,W107ON00,107,P,T/O 의장 ,4,0,-,NO1
5466,E63FP000,63F,P,PE 기간,14,152.3,JL,NO1
5466,E63FPG00,63F,P,63F BLK P Stage PE 취부/용접,12,152.3,JL,탑재1-P-E 취부/용접
5466,E63FPS00,63F,P,63F BLK P Stage PE 심출,8,0,JL,탑재1-P-E 심출
5466,P63FPP00,63F,P,63F BLK P Stage PE 도장,3,7750.7,M2,도장1-후행도장
5466,A50AO000,50A,P,PE장 점유 공기,11,0,-,NO1
5466,E50AP000,50A,P,PE 기간,6,35.2,JL,NO1
5466,E50APG00,50A,P,50A BLK P Stage PE 취부/용접,4,35.2,JL,탑재1-P-E 취부/용접
5466,E11BPM00,11B,P,11B BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E50EPS00,50E,P,50E BLK P Stage PE 심출,5,0,JL,탑재1-P-E 심출
5466,E10APG00,10A,P,10A BLK P Stage PE 취부/용접,8,164.8,JL,탑재1-P-E 취부/용접
5466,A107O000,107,P,PE장 점유 공기,4,0,-,NO1
5466,T107O000,107,P,PE장 착수~탑재 공기,4,0,-,NO1
5466,Z22BZPI0,22B,P,22B BLK P Stage PE 발판 설치,6,57.7,매,발판지원-상선 일반발판
5466,E62APM00,62A,P,62A BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E63APM00,63A,P,63A BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E50JPS00,50J,P,50J BLK P Stage PE 심출,6,0,JL,해양탑재-해양조립-P-E-심출
5466,E22BPM00,22B,P,22B BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E23APM00,23A,P,23A BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,P63APP00,63A,P,63A BLK P Stage PE 도장,5,3985.8,M2,도장1-후행도장
5466,W22BOP00,22B,P,PE단계 의장,16,0,-,NO1
5466,Z13DZPI0,13D,P,13D BLK P Stage PE 발판 설치,4,380.5,매,발판지원-상선 일반발판
5466,T80BO000,80B,P,PE장 착수~탑재 공기,21,0,-,NO1
5466,W80BOP00,80B,P,PE단계 의장,16,0,-,NO1
5466,Z80BZPI0,80B,P,80B BLK P Stage PE 발판 설치,3,527.3,매,발판지원-상선 일반발판
5466,Z80BZPR0,80B,P,80B BLK P Stage 발판 해체,1,52.3,매,발판지원-상선 일반발판
5466,E80BPM00,80B,P,80B BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E80DP000,80D,P,PE 기간,16,386,JL,NO1
5466,A80DO000,80D,P,PE장 점유 공기,22,0,-,NO1
5466,E80DPG00,80D,P,80D BLK P Stage PE 취부/용접,14,386,JL,탑재1-P-E 취부/용접
5466,E80DPS00,80D,P,80D BLK P Stage PE 심출,10,0,JL,탑재1-P-E 심출
5466,P80DPP00,80D,P,80D BLK P Stage PE 도장,4,5611.4,M2,도장1-후행도장
5466,T80DO000,80D,P,PE장 착수~탑재 공기,22,0,-,NO1
5466,W23BOP00,23B,P,PE단계 의장,16,0,-,NO1
5466,E23BPS00,23B,P,23B BLK P Stage PE 심출,10,0,JL,탑재1-P-E 심출
5466,E11BP000,11B,P,PE 기간,9,88.3,JL,NO1
5466,E11BPG00,11B,P,11B BLK P Stage PE 취부/용접,7,88.3,JL,탑재1-P-E 취부/용접
5466,E11BPS00,11B,P,11B BLK P Stage PE 심출,6,0,JL,탑재1-P-E 심출
5466,Z50EZPI0,50E,P,50E BLK P Stage PE 발판 설치,2,0,0,발판지원-상선 일반발판
5466,T11BO000,11B,P,PE장 착수~탑재 공기,42,0,-,NO1
5466,E80CPS00,80C,P,80C BLK P Stage PE 심출,8,0,JL,탑재1-P-E 심출
5466,P80CPP00,80C,P,80C BLK P Stage PE 도장,4,7501.9,M2,도장1-후행도장
5466,Z50BZPR0,50B,P,50B BLK P Stage 발판 해체,1,0,0,발판지원-상선 일반발판
5466,U11BGE00,11B,P,11B BLK E Stage UNIT 의장 ('E'),8,62008.992,KG,선행의장-상선 기장(기타:UNIT조립)
5466,E91APS00,91A,P,91A BLK P Stage PE 심출,30,0,0,사외-선실-P-E 심출(신한기계)
5466,A50MO000,50M,P,PE장 점유 공기,13,0,-,NO1
5466,P12EPP00,12E,P,12E BLK P Stage PE 도장,4,7173.3,M2,도장1-후행도장
5466,E13EP000,13E,P,PE 기간,15,401,JL,NO1
5466,W63AOP00,63A,P,PE단계 의장,11,0,-,NO1
5466,E20NPG00,20N,P,20N BLK P Stage PE 취부/용접,19,681.2,JL,탑재1-P-E 취부/용접
5466,W20NOP00,20N,P,PE단계 의장,21,0,-,NO1
5466,P20NPP00,20N,P,20N BLK P Stage PE 도장,4,17724.8,M2,도장1-후행도장
5466,Z50FZPI0,50F,P,50F BLK P Stage PE 발판 설치,2,7.5,매,발판지원-상선 일반발판
5466,Z50FZPR0,50F,P,50F BLK P Stage 발판 해체,1,7.5,매,발판지원-상선 일반발판
5466,Z50GZPI0,50G,P,50G BLK P Stage PE 발판 설치,4,0,0,발판지원-상선 일반발판
5466,Z23BZPI0,23B,P,23B BLK P Stage PE 발판 설치,6,57.7,매,발판지원-상선 일반발판
5466,A90AO000,90A,P,PE장 점유 공기,94,0,-,SHD
5466,W10FOP00,10F,P,PE단계 의장,10,0,-,NO1
5466,Z80CZPI0,80C,P,80C BLK P Stage PE 발판 설치,4,871,매,발판지원-상선 일반발판
5466,Z80CZPR0,80C,P,80C BLK P Stage 발판 해체,1,102.7,매,발판지원-상선 일반발판
5466,Z50CZPI0,50C,P,50C BLK P Stage PE 발판 설치,2,23.5,매,발판지원-상선 일반발판
5466,E50JPM00,50J,P,50J BLK P Stage PE 사주사상,2,0,JL,해양탑재-해양조립-P-E-심출
5466,E20NPM00,20N,P,20N BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E50JP000,50J,P,PE 기간,8,33.8,JL,NPE
5466,E50JPG00,50J,P,50J BLK P Stage PE 취부/용접,6,33.8,JL,해양탑재-해양조립-P-E-취부/용접
5466,A22AO000,22A,P,PE장 점유 공기,22,0,-,NO1
5466,Z50NZPR0,50N,P,50N BLK P Stage 발판 해체,1,0,0,발판지원-상선 일반발판
5466,E50APM00,50A,P,50A BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E50BPM00,50B,P,50B BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E13DPM00,13D,P,13D BLK P Stage PE 사주사상,2,0,JL,탑재1-P-E 심출
5466,E13DPS00,13D,P,13D BLK P Stage PE 심출,8,0,JL,탑재1-P-E 심출
5466,P13DPP00,13D,P,13D BLK P Stage PE 도장,3,5276.2,M2,도장1-후행도장
5466,T13DO000,13D,P,PE장 착수~탑재 공기,18,0,-,NO1
5466,E13EPS00,13E,P,13E BLK P Stage PE 심출,11,0,JL,탑재1-P-E 심출
5466,Z63AZPI0,63A,P,63A BLK P Stage PE 발판 설치,4,30.7,매,발판지원-상선 일반발판
